what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300649927765
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650015979
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650039471
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300650051400
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300650056618
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650058589
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650067476
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650079115
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650094121
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300650101243
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650102962
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650115577
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300650116174
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300650121536
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300650122194
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650125433
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650339907
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650351190
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650418122
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650422860
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650471202
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650481368
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650491119
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650498516
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650578299
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650616966
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650624938
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300650674539
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650676770
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650680967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650716071
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300650725774
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650729985
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650730696
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650737879
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650760087
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650768983
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650771926
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300650773512
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300650777216
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650780088
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300650791105
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650873632
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1300650890738
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300650901342
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300650905273
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650909724
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300650927807
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650938872
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650950421
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300650954499
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651014009
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651020971
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651029653
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651052241
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651156889
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651164867
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651166642
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651204607
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651208482
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651220521
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651236764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651245076
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651250895
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651258395
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651315461
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651377173
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651505782
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300651522720
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651525330
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651526211
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651547153
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651557099
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300651558599
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300651564934
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651568465
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651569225
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651573035
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651589910
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651602832
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651646298
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651652254
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651666162
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651678296
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651682868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651685889
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300651687642
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300651692113
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651693779
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651726308
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651753475
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300651759989
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651765448
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651782177
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651784279
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651789114
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651792465
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651805667
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651812868
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651815929
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651843252
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651856522
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651860973
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651897935
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651900504
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300651914128
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651928770
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651941825
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300651948529
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300651959271
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652295764
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300652340425
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300652349239
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652352555
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300652365563
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300652371633
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652373244
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300652378778
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652381569
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652392234
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652399356
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300652417586
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652429627
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652438362
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652444347
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300652465723
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652475007
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652480132
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652704095
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300652750997
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652762763
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300652800073
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300652813694
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300652831013
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652839159
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652893328
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300652917433
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300652940149
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652954898
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652972933
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300652979653
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300653043396
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300653058284
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300653093824
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653104419
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1300653104449
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653111007
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653121285
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300653123036
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300653125183
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300653125945
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.redo",1300653130131
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653148184
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1300653148210
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653155597
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653159068
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300653189039
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300653218969
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300653220032
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300653220352
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300653220655
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300653220992
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653226654
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1300653226685
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653229432
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653237553
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653246405
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653246531
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1300653249295
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300653249835
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300653249878
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300653254076
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653263230
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653280152
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653302835
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653308865
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653314794
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653319492
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653324912
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300653332173
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653337533
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653345551
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653355295
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653361144
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653382138
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653390276
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653395441
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653400093
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653408902
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653413487
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653418276
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653423000
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300653429037
