what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655256146
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655272389
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655298003
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655340342
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300655359381
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655368234
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300655369641
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300655374742
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300655379589
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655384509
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655390993
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655398899
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655423824
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655432280
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655438726
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655463830
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655469194
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655485279
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655501740
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655512063
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655516580
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655523367
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655529323
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655549125
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655558835
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655561922
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300655611628
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300655637369
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655639618
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655647016
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655652517
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300655675624
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655683432
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300655691781
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300655694847
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300655717577
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300655721299
