what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300645249257
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20100503,"org.eclipse.equinox.simpleconfigurator.manipulator",1300645267473
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20100503,"org.eclipse.equinox.frameworkadmin",1300645267485
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300645268216
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1300645268873
started,bundle,org.eclipse.compare.core,3.5.100.I20100526-0800,"org.eclipse.compare.core",1300645268977
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300645269027
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300645269170
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1300645269543
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300645271964
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1300645273774
started,bundle,org.eclipse.debug.ui,3.6.1.v20100901_r361,"org.eclipse.debug.ui",1300645273805
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1300645273841
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300645279554
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300645282134
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300645282135
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300645296431
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300645296514
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300645298669
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1300645298700
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300645304788
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300645306142
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300645306851
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646422376
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646429536
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646429594
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646449161
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300646450119
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300646464873
no handler,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300646494208
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300646504127
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646536064
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646544986
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646551160
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646551235
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646553529
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1300646553559
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646560292
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646562394
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646574771
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646581059
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646581228
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646581286
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1300646587781
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646599592
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646612958
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646756640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646778145
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646845754
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646878101
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646881793
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646898202
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646898299
error,log,,,"Unhandled event loop exception",1300646898351
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646903182
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300646903282
error,log,,,"Unhandled event loop exception",1300646903347
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1300646910466
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1300646910505
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300646947940
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646949844
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300646949942
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647031965
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647038325
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647042429
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647044761
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647049273
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647066602
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647193876
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300647218616
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1300647232605
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647233676
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1300647235074
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300647235466
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647238487
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647238713
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647240735
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647240844
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647240845
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300647241941
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647245975
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647246045
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647247831
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1300647247867
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647256764
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647262632
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647276304
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647283653
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647283865
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647283909
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.selectAll",1300647286385
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300647288254
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300647294550
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300647305203
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647330685
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300647348438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647358402
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647361796
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647377989
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647387391
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647387550
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647387597
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647429591
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647429831
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647431042
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647431111
closed,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647431111
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300647434167
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647436025
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647436071
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647438411
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.delete",1300647438447
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647447916
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300647458950
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647494944
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647495051
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647495070
error,log,,,"Unhandled event loop exception",1300647495104
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647524914
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647550914
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647565005
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647565078
error,log,,,"Unhandled event loop exception",1300647565128
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300647577871
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647597075
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647597135
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300647616780
opened,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647633295
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647633346
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647656826
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647682835
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647684681
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647690067
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647730531
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647730657
error,log,,,"Unhandled event loop exception",1300647730689
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300647735795
opened,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1300647746218
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1300647754810
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647758042
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647758086
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1300647759119
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647773499
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647773538
activated,view,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.ResultView",1300647774507
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647788348
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647862932
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1300647866799
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1300647869293
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300647872951
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1300647889278
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647909379
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647913480
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300647937361
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300647939848
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.undo",1300647943747
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1300647947816
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1300647950425
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1300647955916
